,,,Course Evaluations 2014-2016,,,,,,,
11/18/2014,4,4,"can install, configure and monitoring as an administrator",yes,configure,none,5,5,he is the master of tibco,APJ
11/18/2014,4,4,Matery can be delivered more slowly,Slow Internet makes remote connection so laggy,"Manage Tibco Administrator, create domain",BE-MM,5,4,"Great Knowledge, Good Teaching",APJ
11/18/2014,4,5,"Make me know what is TIBCO BW and BE. How to install, configure and monitor it.",Yes,Domain administration and HAWK,nothing,5,5,Raf is very nice guy. He is funny and explain the course in simple way and he draws many diagram very well so i can understand better.,APJ
11/20/2014,5,5,Basic skills of administration and troubleshooting,Yes,"Troubleshooting,HA",none,5,5,Great :),EMEA
11/20/2014,5,5,Get a knowledge about administration of Tibco AMX BPM.,yes,All,No,5,5,Good,EMEA
11/20/2014,3,5,According to the descriptions I received the course would be given in a Linux environment,Yes,Monitoring,Central Administration,5,4,Good. Clearly experienced and knowledgeable. English is not perfect and sometimes a question is not clearly understood. But that was not a problem.,EMEA
11/20/2014,5,5,technical details on EMS,none,All topics were clear and usefull,none,5,5,good technical knowledge and clear examples,EMEA
11/20/2014,4,3,I was hoping to get more information about the cooperation btween EMS and BW. The course covered only EMS,ok,Bridging and routing was for me most interesting.,permissions,4,4,Good on the job but not too interested in my company and my personal objectives.,EMEA
11/20/2014,5,5,Get an overview of EMS.,yes,"general configuration of Tibco EMS, message persistence, bridging and routing and overview of monitoring",none,5,5,"Technically skilled, nice guy.",EMEA
11/17/2014,4,4,quick start work on Tibco relevant project,yes,"introduc designer, deploy and administrator",designer develope,4,4,"helpful, extend the capability to use tibco tools",APJ
11/17/2014,4,4,To learn basic TIBCO,yes,All,N/A,4,4,Technical and have good TIBCO knowledge,APJ
11/17/2014,4,4,- Know the basic knowledge for TIBCO Integration; ,Yes,Lab,N/A,4,4,"Nice, and skilled",APJ
11/17/2014,4,4,Learn the basics of TIBCO suite for Integration and understand it features as compared with other EAI tools,YES,"The HAWK capabilities, load sharing was interesting and helpful to understand TIBCO strong points",NA,4,4,Training is effective to help us to understand the concepts,APJ
11/19/2014,5,5,Learn tibco,"Projector spoilt ?
",Exercise,All of them,5,5,-,AMER
11/19/2014,4,3,"to learn the basics of BW as well as some AMX, however AMX is a different class it seems.","Classroom was good, projector was broken so we had to use the WEBEX, but it was a small class so that way ok.  Extra monitor was nice it was easier to see the BW designer with the big screen.","JMS, ADB adapter, XML mapping, service generation, SOAP, HTTP, Java",Variables and exception handling only because there wasn't an associated lab activity to match up with the topic.,5,5,Lots of experience in the industry.  Very helpful in keeping the class moving.,AMER
11/10/2014,5,5,To learn basics of businessworks and to design basic processes.  Expectations met.,Yes,All,Administration.  Only because I do not see myself doing admin work.,5,5,Edward was very friendly and very knowledgeable.  He was very helpful and knew the material when called upon.,AMER
11/17/2014,5,4,"I expected to learn the main components of BE and how to manage decision tables. I believe my objectives were almost fulfilled.

The decision table management and deployment parts are explained in a different course.","Yes, it was.","- Rules Engine
- State Machine
- Pattern Matching
",-,5,5,"The instructor was very clear and helpful. He adapted the course to our necessity and showed some relevant examples. The explanations helped me to learn about BE.

I really enjoyed the course with Edward.",AMER
11/10/2014,5,5,Get to know the Tool.,n/a,n/a,A little more insight into EMS would have been quite useful,5,5,The intellectual capabilities (mainly from the understanding of 3 gls) of the instructor were quite useful.,AMER
11/20/2014,4,4,Advanced BW expertise,Yes,All the topics covered related to developer. ,Topics covered related to admin. ,4,4,Good,AMER
11/12/2014,5,5,A increase in complexity from ARC701,N/A,I prefer the items specific to EMS.  ,SCA-based ones.,5,5,Great!  Top-notch as usual.  ,AMER
11/12/2014,4,4,Learn how to implement the material to my actual job.,not so much. ,Tunning and fault tolerance,none,4,4,"The instructor was clear, well documented and helpfull. ",AMER
11/20/2014,5,5,],],],],5,5,],AMER
11/20/2014,5,5,None,Yes,All,None,5,5,Very good,AMER
11/20/2014,5,5,None,Yes,All,None,5,5,Very prepared,AMER
11/20/2014,5,5,/,/,/,/,5,5,/,AMER
11/20/2014,5,5,UNDERSTAND THE DEVELOPING OF EMS,YES,"PRODUCING MESSAGES, CONSUMING MESSAGE",NONE,5,5,VERY GOOD ANN PROFESSIONAL,AMER
11/20/2014,4,4,     ,     ,     ,     ,5,5,     ,AMER
11/20/2014,5,5,aprender,yes,Message Processing,Multicasting,5,5,"MUY BUENO ESPLICA MUY BIEN, MANEJA BIEN EL GRUPO",AMER
11/20/2014,5,5,LEARN MORE ABOUT EMS,YES,MULTICASTING,-,5,5,"IS VERY GOOD IN TIBCO, VERY WELL EXPLAINED AND HAS EXPERIENCE",AMER
11/20/2014,5,5,Cumplio con todas mis expectativas ,El ambiente del salon de clases es el adecuado para la imparticion del curso ,Todos los temas me parecen utiles ,Todos los temas me son utiles ,5,5,El instructor cuenta con todos los conocimientos necesarios,AMER
11/20/2014,5,4,Learning Developing  with TIBCO EMS,yes,Message Processing and Routing and Message Performance,no comments,5,5,Good knowledge and always proactive,AMER
11/20/2014,5,5,APRENDER Y REFORZAR CONOCIMIENTOS SOBRE EMS,BUEN AMBIENTE,TODOS LOS TREMAS SON INTERESANTES E IMPORTANTES,NINGUNO,5,5,BUEN ONOCIMIENTO BUEN ASPECTO,AMER
11/20/2014,5,4,Learn how to use JAVA API to manage EMS,"Yes, it was","Producing and consuming messages, working with destinations",Securing JMS Message and Multicasting,5,5,It's a very professional instructor,AMER
11/17/2014,4,5,deepen my knowlege about the BE and get enough information to maintain the product in my company,"yes, but we have some conflict between phisical keyboard and virtual keyboard because virtual keyboard was in english and phisical in portuguese",designing rules,deploying a tibco domain,5,5,"good, a excellent instructor ",AMER
11/10/2014,5,5,To gain a working knowledge of TIBCO,"Yes, the instructor was very helpful and attentive",The building of projects,the JAVA information,5,5,Very knowledgeable; very patient and helpful,AMER
11/20/2014,5,4,Advanced Feature - Performance Improvements,Yes,"Transaction, Grouping , Performance Tuning",Control Engine Command,4,5,Good,AMER
11/24/2014,4,2,What's new in BW6.,I think think it can improve. For some reason the instructor's sound was not very clear. ,Tibco Enterprise Enterprise Admin. ,The instructions on the labs were confusing. ,5,4,He had good knowledge on the subject. ,AMER
11/24/2014,5,5,"Hope to learn more about the administration of the EMS, such as load balancing, fault tolerance and managment tools.",yes,Learn more about the different management tools that exist,none ,5,5,"Una muy buena impresion, muy educado y con mucho conocimiento del curso.",AMER
11/26/2014,4,4,r,r,r,r,5,5,r,AMER
11/26/2014,4,4,.,.,.,.,4,4,.,AMER
11/26/2014,5,5,Understand more about the functionality and audit processes of MFT,Yes,MFT Audit,None,5,5,Great knowledge on MFT,AMER
11/26/2014,4,4,KNOW MFT ADMINISTRATION,YES,Command Center ,-----,5,5,THE INSTRUCTOR IS GOOD TEACHER,AMER
11/20/2014,5,5,"Get understanding of EMS, I learned more areas then I thought, different ways to admin the environment, json setup, etc..","Yes, was able to caht with others for information on thier setup.","Start of day 2, bridges and routes, I wish we had more time for these labs, I wasn't able to get mine working and woulod have like to understand.","The first day seemed fairly easy, plenty of time for labs then day 2 was a hard start with bridges and routes.  I've been installing in a FT environment for almost a year and there was some newer people to Tibco in the class.",4,5,"Good instructor, it's just hard to manage 8 people if all are having questions, would of loveed to complete the bridges and routes lab but it just failed and didn't do what it was to.",AMER
11/20/2014,4,4,My Expectations were to understand the TIBCO EMS Environment by understanding the Architecture and various components and their interations and utilize it in my Job for Production Support and Audit operations,Yes,"JMS, EMS Overviews, Security, Bridges, Routing, Persistence",NA,4,4,"Knowledgeable, Prompt &amp; helpful and was able to quickly identify issues while we ran into one",AMER
11/20/2014,5,3,I don't normally work with Tibco products.  I am involved in a new project in which my role is not clear so it is hard to say how relevant this will be.,yes,All topics were helpful as this is new to me.,All topics were helpful as this is new to me.,5,5,Instructor is knowledgeable.,AMER
11/20/2014,5,5,"I feel I have a high level of understanding of EMS, though a majority of my experience is with EMS 6.x.  For this class, I wanted to learn about 8.x (and JMS 2.0 spec) and Central Admin/json; as I do not believe that much else has changed from EMS 6.x to 8.x","yes, except, I noticed that every day (in my 4 courses over the past 2 weeks), after 4pm that the performance of the Amazon hosted virtual desktops slowed to a crawl.  I verified that it was not my internet connection.  Perahps they have QoS running on their network, or other VM processing needs crank up at that time.  Either way, they could still provide TIBCO with proper performance conducisve of a class room environment. IMHO",I was very familiar with everything except CA/json,I thought that there should be an entire chapter/lab on JNDI.  We use JNDI for everything and have a dedicated central fault tolerant EMS Server instance pair dedicated to just JNDI.  We use it to create location transparency for the jms clients that use EMS and have used it to move connection factories around to different servers. VERY powerful tool and very understated in this course.,4,4,"Fred is a great instructor, no doubt.  Always knows the material on hand inside and out, and does a great job pointing out the gotchas that hindered other students.  However, I feel he could gain a little more working knowledge of the product.  This could be done many ways.  Spending some time on TIBCommunity (to see all the types of issues and questions that come up), helping out TIBCO PSG from time to time (at least in the south east), playing around on a home office set up, of differenet scenarios, etc, etc.  Questions about how the technology is used outside the course material/labs, typically end up in &quot;I will have to look that up for you&quot;.  
I understand TIBCO has to balance having competent people who can instruct with those that are competent to architect/design/implement solutions for customers; but having spent some time with a couple sides of TIBCO (PSG, Training, Engineering, Support (and unfortunately Sales ;-) I believe that each area needs to have a little experience of the others.  PSG has to train, Engineering sometimes supports, Training should know basic implementation and support, etc.  I think it would make TIBCO a better company.  

Any way, this is nothing negative about Fred, and moreso the way the training group is set up, to never get any real world experience.  Their truths and knowledge come from the course materials.  ",AMER
11/21/2014,4,4,Obtain the base to help in the development of system's in the company,We have great problems with sound,explanation about bex,instalation,4,4,"Good, a excellent instructor",AMER
11/21/2014,4,4,Obtain the base to help in the development of system's in the company,We have great problems with sound,explanation about bex,instalation,4,4,"Good, a excellent instructor",AMER
11/21/2014,4,4,"Learn about HA using BEX
Learn deployment and node manager operations","We have some issues with the audio communication
The virtual machine was slower (graphic rendering) than the last training","HA using BEX
Deployment and node manager",-,5,4,"Strong knowledge of BEX
Adapted the course to our necessity",AMER
11/21/2014,4,4,"Learn about HA using BEX
Learn deployment and node manager operations","We have some issues with the audio communication
The virtual machine was slower (graphic rendering) than the last training","HA using BEX
Deployment and node manager",-,5,4,"Strong knowledge of BEX
Adapted the course to our necessity",AMER
11/26/2014,5,5,To know the MFT tools,yes,the course was helpful in general,NA,5,5,"I think is a goog teacher, he knows the tool, he knows how to teach and help us to understand",AMER
12/4/2014,5,5,Yes.,Very.,Monitoring.,NA,5,5,"Prepared, knowledgable, and good presentation.",AMER
12/8/2014,5,4,As an IT Specialist is to learn how TIBCO works.,Yes,Labs,None,5,5,"Nice person, very helpful and have a good methology to teach",AMER
12/11/2014,5,5,Get familiar with administration side.,Definetely,Everything was very helpful since I was not familair with the product,N/A,5,5,Very nice and knowledgeable person.,AMER
11/17/2014,4,4,to get a better understanding of what the developers will be doing when working on the application. ,yes,topics for me where load testing and how testing is checked.my team works with testing. ,not applicable. ,4,4,very knowledgeable and helpful,AMER
11/17/2014,4,3,Learn about the Tibco products in detail.,Yes,Labs,Slides,4,4,Pretty good.,AMER
11/17/2014,5,5,To gain an understanding and feel for the TIBCO development environment as well as a feel for how it coincides with our development efforts planned for the upcoming release of our application.,Yes,"JAVA tools and resources, as we are primarily a Java development environment.",N/A,5,5,Howard was very knowledgeable of the TIBCO tool as well as of other programming languages. He was very helpful as some oarts of the develpopment environment take a little getting used to in such short time.,AMER
11/17/2014,5,4,Need to understand end to end functionality.,Yes.,Monitor Credit Check,No.,4,4,Good,AMER
11/17/2014,4,4,To learn TIBCO BW and get proficient in development,Yes,All the topics ,NA,4,4,Good,AMER
11/17/2014,4,4,Detailed enough for my development skills,Yes,"BC, EMS, Web services and MQ",None,4,4,Good,AMER
11/17/2014,5,5,Understanding of different process/activities for developing an application,Yes,"JMS, Web Service, Process/ sub -process, Different activities",N/A,4,4,Good,AMER
11/10/2014,5,3,"I had hoped for more internal Tibco architecture.  How the components interrelate.  The course seemed focused on how to use Tibco to architect enterprise solutions, which is a nice topic, but not really what I was looking for ",yes,I enjoyed the labs.  Mediation and Policy were 2 topics that I can use in my day-to-day,"SCA, in general, is not really a good fit for messaging systems. ",5,5,"very knowledgeable. And an excellent instructor, in general ",AMER
11/10/2014,3,3,Generic Architecture Principles ,yes. But it is bit slow.,"EMS, SCA Concepts, Basic Interaction patterns, Mediation ",None,4,4,knowledgeable and clear in explaining,AMER
11/10/2014,4,4,My expectations are to know more about the Active business matrix tool. This course has provided me the knowledge to learn more about the course,N/A,The architectural designs helped me lot to understand the concepts.,Everything in the course is valuable,5,5,He is very clear in explaining the designs.,AMER
11/24/2014,5,5,Learn new features of EMS 8.0 with JMS 2.0 evaluation,I participated from home,"EMS Central Administration, EMS monitoring",None,5,5,"Very knowledgeable, kind and helpful person",EMEA
11/24/2014,5,5,I wanted to learn more about Tibco EMS and how to administer an EMS server. I had almost no knowledge about Tibco before doing this course and it was really helpful for me. ,"Yes, the classroom environment was really great. ","Configuring Tibco EMS
Tibco EMS Routing
EMS Fault Tolerance and Load Balancing",None,5,5,The instructor as really great. I really enjoyed doing this course with him. :) ,EMEA
11/24/2014,4,5,modelar y orquestar servicios,-,services,-,5,5,"tiene experiecia en tema, es bueno explicando y dando ejemplos",AMER
11/24/2014,5,4,To know the basis skills and roles of an Architect and how to use reference patterns,"Yes, it was.","SCA Concepts and Notation, basic interaction Patterns, Mediation and Application Level Coordination.","Active Matrix product architecture, TIBCO BusinessEvents",5,5,It's a very professional Instructor,AMER
11/24/2014,5,5,-,-,-,-,5,5,-,AMER
11/24/2014,5,5,-,-,-,-,5,5,-,AMER
11/24/2014,4,4,     ,     ,     ,     ,5,4,     ,AMER
11/24/2014,4,4,"Learn about capabilities of BW 6.x, and the new BW environment it runs in - Business Studio, TIBCO Enterprise Administrator, REST capability, API capability, etc.","One attendee had lots and lots of problems, so dominated the instructor's time.  That meant couldn't have attention and time for others.  I could figure out things on my own, but that meant I had less time to experiment around during lab time.","Business Studio components - since this is a change from Designer.  Eclipse Debug environment, likewise.","The deployment lab was marginally helpful.  Didn't do anything more interesting than a single app deployment on a single node.

Would have been nice to through a couple more activities in the process that was developed.  Not enough material on the Business Studio views / pallets  ",5,3,"Positive impression of Ademola, was able to fix tricky problems and was familiar with the rapidly changing BW 6.x / TEA / Studio versions.
     He did a lot of supplementing with active demos of the course book items.  But those demos were disconnected at times and weren't linked directly to the course book.
     Especially when considering support for passing a Knowledge Assessment, need better connection to the material to be tested.",AMER
11/24/2014,4,4,An introduction to BW 6.X and understanding what it is made of and how is it different from BW 5.X,Yes,"Since it was an overview, I cannot pin point to a particular topic that was most helpful. All the contents were equally relevant and important in my view.",N.A,4,4,Good. He was clear in his instructions and answered additional questions. All details required for the session were provided well in advance.,AMER
11/24/2014,5,5,To be introduced to TIBCO Foresight and to gain an initial understanding of the tool and how it will apply to my job.,N/A,"Business Rules
Customizing Guidelines",N/A,5,5,"Jane is a fantastic instructor.  She is extremely knowledgeable and patient.  I was concerned at first because the course was web-based, but I felt as though she were right in the room with me.",AMER
11/21/2014,5,5,Yes,yes,everyone,Were all useful,5,5,very good,AMER
11/21/2014,5,5,Learn BPM admnistration and skills,all participation group,Create Resource templates,Manage Organizational Model,5,5,He has a skills an domain all the topics in this course,AMER
11/21/2014,5,5,Adquieri conocimientos de Active Matrix,"si, todo bien.",instalacion y adminsitracion ,ninguno,5,5,con buenos conocimientos,AMER
11/21/2014,5,5,I expected increase my knowledge of AM and it administration,yes,that ones who teach about creating environments and they configurations,everything were helpful,5,5,That he was interested to explain any doubt presented in the course,AMER
11/21/2014,5,5,very interesant. ,yes,all topics,no topics ,5,5,very prapared..,AMER
11/21/2014,5,5,Learn the use and administration of TIBCO ActiveMatrix BPM,Very supportive,Labs are very useful,None,5,5,A very knowledgable about topic instructor,AMER
11/21/2014,5,5,its interesting ,yes ,all,none all wasimportant ,5,5,He has a great knoeledge,AMER
11/21/2014,5,5,understand the logic of the tool administardor,Yes of course,All,None,5,5,It overlooks the knowledge,AMER
11/21/2014,5,5,"to learn how to configure de Amx BPM server, how to deploy, start, stop applications",the classroom environment is ok,"installing amx bpm, configuration, mapping ldap to Org Model, deploying applications",configuring hawk,5,5,the instructor explains the topics we need to adminstrate,AMER
11/21/2014,4,5,.,yes,Deploying BPM Aplications,none,5,5,fluent theme,AMER
11/21/2014,5,4,learn.,yes,tibco ActivMX,no one,5,5,good,AMER
11/24/2014,5,5,Administration of EMS,Yes,"EMS Fault Tolerance
Load Balancing 
Monitoring
",None,5,5,He has extensive knowledge,AMER
11/24/2014,5,5,Cumplio con mis expectativas ,El ambiente del salon es el adecuado para el curso ,Todos los temas son importantes,Todos los temas son importantes ,5,5,El instructor tiene el conocimiento para impartir el curso ,AMER
11/24/2014,4,3,Overview of the products and pratical use cases,Yes,Implementation of a batch process and adapter services,Groups activities and shared projects,4,4,Instructor was very clear and well prepared about this topic,EMEA
11/24/2014,5,5, , , , ,5,5,  ,EMEA
11/24/2014,4,5,Tolearn the BW bases,yes,Adapter topic and Transaction,none topic was least helpful,5,5,He expose the topic clearly and he is available for each doubt,EMEA
11/24/2014,4,5,learn detailed insight about bw,yes,transaction,uddi,5,4,good,EMEA
11/24/2014,4,3, , , , ,4,4, ,EMEA
11/24/2014,3,2,More functional and architectural course,yes, , ,4,4,Good,EMEA
11/24/2014,4,3,Acquire additional information about BW,Yes,Process Web Order Implementation,no topics,3,3,He's prepared,EMEA
11/24/2014,4,5,My expectation was to learn and understand TIBCO basic functionality,Yes,Adapter and group transaction,No one,4,5,He is very prepared on TIBCO and he was very clear in explaination.,EMEA
11/24/2014,4,4, ,Yes,Group and Trasaction, ,4,5,Good impression,EMEA
11/24/2014,3,3,I acquired additional knowledge about the product,yes,transaction topics,none,3,4,the instructor is proved available and very clear,EMEA
11/27/2014,4,4, , , , ,3,4, ,EMEA
11/27/2014,4,4, ,yes,Security, ,4,4,It's a good impression,EMEA
11/27/2014,5,5, , , , ,5,5, ,EMEA
11/27/2014,3,3,More functional and architectural, , , ,4,4, ,EMEA
11/27/2014,3,3,learn about the EMS , ,EMS security and Dynamic topic creation,none,4,4,He is a good theory teacher ,EMEA
11/27/2014,4,4,Learn more about EMS server,yes,Dynamic ant temporary topic/queue,no one,5,5,The instructor was very prepared on course arguments ans he was very clear,EMEA
11/27/2014,4,4,Learn additional info about the product,Yes,JMS Requestor,All topics were helpful for me,4,4,He's prepared and has clearly explained all topics,EMEA
11/27/2014,5,5,learn and deepen the basic concepts of tibco,yes,process design and testing of business process,"nothing,all topics were helpful",5,5,instructor very prepared,EMEA
12/1/2014,5,5,learn the basic concepts of BE and gain basic kowledge on development in BE,yes,all,none,4,5,very good,EMEA
12/1/2014,5,4,to get a general view about business events and how to work with it.,yes,all topics,no topics,5,5,Max is a great instructor,EMEA
12/1/2014,5,5,Learn about TIBCO BE Tooling,na,All topics covered were relevant for my work and thus interesting,na,5,5,very good,EMEA
11/17/2014,4,4,"To Understand concepts for TIBCO AMX BPM.
To Learn to create,build,depoy projects and how would it be configured in an actual project.",Yes it was.,Creating a Business service Pageflow and exposing it as WSDL and creating Decision Tables,All topics were equally helpful,4,4,Good,APJ
11/17/2014,4,4,Understanding AMX BPM from the perspective of a novice and come out from it with the knowledge level of a developer.,Yes.,"Complex Patterns, Integration and Working with BPM API.",All topics carried the utility factor.,4,4,Instructor needs to improve on communication skills. He also needs to improve his ability of listening before answering any questions from the audience. Rather than assuming the question and answering it pre-emptively.,APJ
11/17/2014,4,5,BPM Understanding,Supportive,BPM001,most of the topics,5,5,Good,APJ
11/17/2014,5,5,Understanding the AMX BPM concepts along with how to co-relate with IProcess.,"It is a external venue, sometimes having issues with Internet Connection. Also food facilities are not near by to the venue.","Create Tasks, Pageflow, BOM, OM, Deploy using Amx Admin.",None. However need more information on LDAP.,5,5,Good. Will like to have Tibco trainings further under him.,APJ
11/17/2014,4,4,learn TIBCO AMX BPM and implement it n project,yes,Designing process flows and designing a full project,solving the technical errors,3,4,good,APJ
11/17/2014,4,4,"Learn BPM, Learn Business Studio",Yes,Proces Models,--,4,4,Good,APJ
11/17/2014,4,5,"Mostly met my expectations. However, I feel like it needs to be at least 6 days training to cover the lab properly.","Yes. However, the network created issues at times.","BPM notation.
Work flow developments.",Forms. Since it will be replaced by GWT of respective team and not exactly a Tibco area.,5,5,"He is well informed and very efficient.
He is very patient and helpful and have very good knowledge of the tool.",APJ
11/17/2014,4,4,"Clear understanding of the BPM Concept,Advanced concept.Hands on and aleast one case study to understand functionality.",YES,"BPM 401,BPM 801 Concepts",none,5,4,Have good knowledge.,APJ
11/17/2014,4,4,Cover more industry specific. Also examples are more related and difficult to remember all. Better to have simple and separate.,Network issues were there,"Work flow.
",Forms,5,5,Very helpful and highly skilled.,APJ
11/17/2014,4,4,"To Learn Business Studio. 
BPM Concepts and advanced BPM concepts.
","Some improvements were needed 
1. Uncomfortable Sitting ,improve conditions of chairs
2. Cleanliness 
","OM, BOM, Process Model etc.","-In BPM401 Less time was provided for Labs. Its better to expand the time for BPM401 or else speed up the teaching process on Day 1 and go slow on day 2 and day 3 so that more time can be given to Lab sessions.
- Formvine ",4,4,Good on theoretical knowledge but less experience in troubleshooting AMX BPM Server issues such as Errors encountered during deploying of modules on the server.,APJ
11/17/2014,4,5,BPM concepts and BusinessStudio,The classrrom environment is OK,"OM, BOM, PM, Privileges, Mapping users to Positions, Page-flow process, Business Service, Business Process, User Task, Send task Receive task, Service task (of type Webservice, database etc..)
Default forms, Dynamic Reusable Sub process, Embedded Sub process, Datafields Vs. Formal Parameters, Multiple Process Instance Loop
","Formvine, Decision Services",5,5,Good: Presented the technical jargos in a simple way to understand. Thanks to the tutors for their continuous support in answering ALL my questions.,APJ
11/25/2014,5,5,Aprender sobre Bisness Events,Si ,Laboratorios,Ninguno,5,5,Buenos conocimientos,AMER
11/25/2014,5,5,Understand the environment of the tool,"Yes, of course",To generate rules of BE,None,5,5,Full knowledge,AMER
11/25/2014,5,5,lear the tools business Events,yes,all topics,done,5,5,cares for students to learn,AMER
11/25/2014,5,5,good,yes.,all of them.,no one.,5,5,good.,AMER
11/26/2014,5,5,Entender y conocer los puntos basicos de la herramienta.,na,"Todos, sobre todo lo relacionado a administracion y control.",na,5,5,Se noto que el instructor esta totalmente instruido en la herramienta.,AMER
11/26/2014,4,4,Know main and detailed concepts of MFT,N/A,"Command Center Topics, IS Topics",For me audits topics,5,5,"He know a lot of the MFT platform, excellentinstructor. ",AMER
11/26/2014,5,5,Introduccion al producto.,-,Arquitectura.,-,5,5,Excelente,AMER
11/26/2014,4,4,.,.,.,.,4,4,.,AMER
11/25/2014,5,5,"To learn Business Events use, configuration and administration",Very supportive environment,Labs are very helpful to reinforce knowledge,None,5,5,The instructor is very knowledgeable about the topics and very cool,AMER
11/25/2014,5,5,My expectations are fully covered,good atmosphere in all aspects,some lab. were complicated for execution,I think we all subjects were useful,5,5,ows all about the issues.,AMER
11/25/2014,5,5,"i want to know the concepts of events, how to manage them, the relation with other tibco products. 
I would like to have more practice, test how to create a simple proyect and test it.",the classroom is good,"BE concepts, configuring and testing, cache management","monitoring, hawk, backing, performance",5,5,the instructor teach the concepts very well,AMER
11/25/2014,5,5,yes,good,None in particular,All son of Interest,5,5,very goood,AMER
11/25/2014,5,5,"I was interested in learn abount Bussines Events and it applications in the Administration of Tibco Environments, cause i didn't understand to much of this concept",yes,"Everything were helpful cause the course explein all the therms, configurations and utilities of BE","Maebe it wasn't least helpful, but cause we toke the course of hawk Admin. the time we used for saw it again were not so interesting",5,5,He is a professional interested in provide the enough knowledge for everyone so we can use the tools in the rigth form.,AMER
11/25/2014,3,5,know the tool ,yes ,all ,none all topics was helpful,5,5, He has a great domine to  topics ,AMER
11/25/2014,5,5,learn as possible about de BE,all group partipated on this course and created a good team,Agents,Micro Agents,5,5,is a good teacher and show skills and knowledge,AMER
11/27/2014,5,5,Learn the basic TIBCO business work knowledge,Yes,BW Designer,BW Designer,5,5,Nice and helpful,APJ
11/24/2014,5,5,To obtain enhanced knowledge reg. iProcess Engine,--,"Server configuration
Performance Tuning &amp; Troubleshooting TIBCO iPE Server
Configure iPE for Active Monitoring",--,5,5,Very skilled and helpful,EMEA
11/24/2014,5,5,Get a deeper overview of Iprocess,--,Iprocess Utilities,--,5,5,"Very good knowledge
Learning with fun ...",EMEA
11/26/2014,4,4,     ,     ,     ,     ,5,4,     ,AMER
11/26/2014,5,5,LEARN ARCHITECTING COMPOSITE APP AND SERVICES WITH TIBCO,YES,TIBCO PRODUCTS,NONE,5,5,EXCELLENT,AMER
11/26/2014,5,5,"Aprenizaje, participacion ",buen ambiente de trabajo en el equipo,todos,ninguno,5,5,buen aspecto y conocimiento,AMER
11/26/2014,5,5,APRENDER,YES,BENCHMARKING,ADVOCATING THE SOLUTION,5,5,MUY PREPARADO Y DIO BUENOS EJEMPLOS,AMER
11/24/2014,5,5,To get a deeper insight how iProcess engine works and how to configure it.,Yes but computer a little bit too slow for server start/stop.,"Integration with Business works
Activity monitoring",-,5,5,Excellent!!,EMEA
11/27/2014,4,4,The EMS part was actually more interesting and explained in deeper detail,yes,Requestor topic ,none,4,4,"On this topic he was quite prepared, and outlined concepts clearly",EMEA
11/27/2014,3,3,Introduction on EMS and learn about both p2p and published messages.,Yes,Set up of message properties,EMS Security module,3,3,Instructor was able to present the contents in the course material ,EMEA
11/26/2014,5,5,None,Yes,All,None,5,5,Good,AMER
11/26/2014,4,4,Learn how prepare the Architect of services using TIBCO Platform ,"Yes, it was.","Versioning, Naming Standards, Data Structures, Data Patterns and Composites.","Benchmarking, Tuning, TIBCO Products",5,4,It's a very professional instructor.,AMER
11/26/2014,5,5,Conocer los temas referentes a como disenar un proyecto,SI,Todos,Ninguno,5,5,Buen instructor,AMER
11/26/2014,5,5,-,-,-,-,5,5,-,AMER
11/26/2014,5,5,*,*,*,*,5,5,*,AMER
11/26/2014,5,4,Learning Architecture,good,"Data Structures, Versioning",No comments,5,5,Goof,AMER
11/26/2014,5,5,CUMPLIO CON TODAS MIS EXPECTATIVAS,EL AMBIENTE DEL SALON DE CLASES CUMPLE CON TODO ,TODOS LOS TEMAS SON UTILIES ,TODOS LOS TEMAS SON UTILES,5,5,EL INSTRUCTOR CUENTA CON LOS CONOCIMIENTOS ADECUADOS ,AMER
11/26/2014,4,4,aprender los conceptost de documentacion de aplicaciones y analisis de rendimiento,-,versioning,-,4,5,domina tema y explica con ejemplos.,AMER
11/26/2014,4,5,Get fundamental knowledge of Tibco BE,"Yes, it does",Most material mention on the training guides,"None, they all required when working with BE",4,4,Clearly and directly explained the material. ,APJ
11/26/2014,5,5,Knowledge of rule setting,Yes,Rule life cycle explanation!,Deployment,5,5,Good. Clear,APJ
11/26/2014,3,3,Learning the architecture,supportive ,Unit 12,Unit 14,4,4,Helpful,APJ
11/26/2014,4,4,"Detail explanation on the Tibco BE product from the lecture
And do the LAB ",Yes,ALL,NONE,4,4,"Explain all the subject in details.
",APJ
11/26/2014,5,5,To know the TIBCO BE engine for developer,Yes,The Rule Engine concept,Admin tools,5,4,With good technology,APJ
11/26/2014,4,3,learn CEP function,YES,"state machine, decision manager",Rule web services,4,4,strong skill in Tibcom,APJ
12/1/2014,5,5,LEARN COMPLEX EVENTS,YES,DESIGN BASICS,NONE,5,5,EXCELLENT,AMER
12/1/2014,5,5,Q,Q,Q,Q,5,5,Q,AMER
12/1/2014,5,5,Conocer los fundamentos de la arquitectura de software ,Si,Todos,Ninguno,5,5,Muy preparado.,AMER
12/1/2014,5,5,None,Yes,All,None,5,5,Good,AMER
11/24/2014,4,4,"Learn to do interface using FTPs, File manipulation, decryption, encryption and file conversions.",the room is very cold,Parsing data,-,4,4,"okay. Request to have more samples for HR where can talk about leave requests, employees, time sheets or payroll calculations/integrations.",APJ
